post_type,caption,like_count,comment_count,date,time,engagement_rate
Video,"['halo', 'sobatpens', 'juang', 'delegasi', 'pens', 'pimnas', 'harga', 'hasil', 'sabet', 'bawa', 'pens', 'peringkat', 'guru', 'urut', 'politeknik', 'indonesia', 'rp', 'harun', 'budiseto', 'vg', 'agri', 'dwika', 'aprelio', 'politeknik', 'politeknikjoss', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'pimnasunair']",2281,42,2024-10-19,19:13:00,7.419828797751374
Carousel,"['hasil', 'kirim', 'delapan', 'tim', 'program', 'kreativitas', 'mahasiswa', 'pkm', 'pens', 'sukses', 'toreh', 'prestasi', 'ajang', 'pekan', 'ilmiah', 'mahasiswa', 'nasional', 'pimnas', 'raih', 'juara', 'liput', 'medali', 'emas', 'pkm', 'video', 'gagas', 'konstruktif', 'pkmvgk', 'medali', 'perak', 'pkm', 'gagas', 'futuristik', 'tulis', 'pkmgft', 'juara', 'favorit', 'pkm', 'karsa', 'cipta', 'pkmkc', 'harga', 'mahasiswa', 'talenta', 'harga', 'tutup', 'anugerah', 'pimnas', 'laksana', 'universitas', 'airlangga', 'siar', 'langsung', 'channel', 'youtube', 'pusat', 'prestasi', 'nasional', 'jumat', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'kampusvokasi', 'kampustradisijuara', 'pimnas', 'pimnasunair']",1815,12,2024-10-19,15:08:47,5.835569183595248
Image,"['makan', 'nikmat', 'peran', 'tani', 'lahan', 'alam', 'pangan', 'dunia', 'harga', 'isi', 'piring', 'upaya', 'sistem', 'pangan', 'penuh', 'hak', 'pangan', 'selamat', 'pangan', 'dunia', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'haripangansedunia']",228,0,2024-10-16,10:24:38,0.7282483710233806
Carousel,"['akses', 'layan', 'sehat', 'indonesia', 'tim', 'program', 'kreativitas', 'mahasiswa', 'pkm', 'pens', 'simoci', 'cipta', 'sistem', 'monitoring', 'kondisi', 'pasien', 'computer', 'visioninternet', 'of', 'things', 'inovasi', 'saji', 'mudah', 'akses', 'konsultasi', 'pasien', 'pasca', 'rawat', 'inap', 'tenaga', 'medis', 'terobos', 'presentasi', 'pekan', 'ilmiah', 'mahasiswa', 'nasional', 'pimnas', 'universitas', 'airlangga', 'senin', 'jumat', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasi', 'kuatmenguatkanindonesia', 'kampusinovasi', 'pkmkc', 'pkmvokasi', 'pimnas', 'simocidigitalhealth']",763,8,2024-10-15,15:48:14,2.4626293599080107
Image,"['tanggal', 'oktober', 'hak', 'asasi', 'binatang', 'lindung', 'binatang', 'bentuk', 'eksploitasi', 'keras', 'tanggung', 'mari', 'jaga', 'binatang', 'edukasi', 'aksi', 'nyata', 'langsung', 'hidup', 'selamat', 'hak', 'asasi', 'binatang', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'kampusvokasi', 'kampusinovasi', 'vokasikuatmenguatkanindonesia', 'harihakasasibinatang']",835,3,2024-10-15,12:34:44,2.6766321706911973
Carousel,"['giat', 'gelar', 'eepis', 'bidikmisi', 'organization', 'ebio', 'gathering', 'kipkuliah', 'selenggara', 'jumat', 'helat', 'ruang', 'auditorium', 'lt', 'gedung', 'pascasarjana', 'pens', 'agenda', 'mahasiswa', 'terima', 'kartu', 'indonesia', 'pintarkuliah', 'kipk', 'pens', 'sarana', 'kenal', 'kait', 'informasi', 'bijak', 'kipk', 'pens', 'gathering', 'kipk', 'tuju', 'kenal', 'organisasi', 'ebio', 'taung', 'mahasiswa', 'kipk', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'kipkuliah', 'gatheringkipkuliahebio']",623,1,2024-10-14,09:21:53,1.9931008049060943
Carousel,"['tim', 'program', 'kreativitas', 'mahasiswa', 'pkm', 'pens', 'hasil', 'kembang', 'inovasi', 'bidang', 'karsa', 'cipta', 'usung', 'ide', 'cegah', 'celaka', 'lintas', 'gabung', 'teknologi', 'adaptive', 'braking', 'system', 'abs', 'tim', 'drivago', 'sukses', 'laju', 'kompetisi', 'pimnas', 'universitas', 'airlangga', 'giat', 'langsung', 'senin', 'jumat', 'tim', 'anggota', 'orang', 'harap', 'inovasi', 'meminimalisir', 'angka', 'celaka', 'kendara', 'motor', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasi', 'kuatmenguatkanindonesia', 'kampusinovasi', 'pkmkc', 'pkmvokasi', 'pimnas', 'drivago']",990,3,2024-10-13,11:17:39,3.171713300114986
Carousel,"['tim', 'noise', 'monitoring', 'and', 'alert', 'system', 'nmasystem', 'rancang', 'sistem', 'pantau', 'kendali', 'bising', 'area', 'ground', 'handling', 'program', 'kreativitas', 'mahasiswa', 'pkm', 'pens', 'sistem', 'klasifikasi', 'bising', 'capai', 'level', 'bahaya', 'dukung', 'selamat', 'sehat', 'kerja', 'k', 'berkat', 'inovasi', 'tim', 'nmasystem', 'hasil', 'laju', 'pekan', 'ilmiah', 'mahasiswa', 'nasional', 'pimnas', 'universitas', 'airlangga', 'langsung', 'senin', 'jumat', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'pkmkc', 'pkmpens', 'pkmpendanaanvokasi', 'nmasystem', 'nmasadakterjaga']",1123,10,2024-10-12,18:19:12,3.618883352497764
Carousel,"['tuju', 'pekan', 'ilmiah', 'mahasiswa', 'nasional', 'pimnas', 'tim', 'program', 'kreativitas', 'mahasiswa', 'pkm', 'lorapaw', 'laku', 'kompetisi', 'langsung', 'universitas', 'airlangga', 'hitung', 'senin', 'jumat', 'inovasi', 'alat', 'monitoring', 'lokasi', 'sehat', 'kucing', 'pelihara', 'bas', 'long', 'range', 'lora', 'tim', 'pkm', 'bidang', 'karsa', 'cipta', 'pkmkc', 'harap', 'hasil', 'kompetisi', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'pkmkc', 'pimnas', 'lorapaw', 'pawsforhealthpawsforlove']",1283,14,2024-10-12,16:30:11,4.142711128146161
Carousel,"['tim', 'program', 'kreativitas', 'mahasiswa', 'pkm', 'pens', 'hemodevice', 'hasil', 'lolos', 'seleksi', 'kompetisi', 'pekan', 'ilmiah', 'mahasiswa', 'nasional', 'pimnas', 'ambil', 'bidang', 'karsa', 'cipta', 'hemodevice', 'rupa', 'alat', 'ukur', 'hemoglobin', 'noninvasive', 'sensor', 'max', 'metode', 'knearest', 'neighbor', 'knn', 'bas', 'android', 'tim', 'hemodevice', 'lawan', 'tim', 'bidang', 'karsa', 'cipta', 'guru', 'indonesia', 'kompetisi', 'langsung', 'universitas', 'airlangga', 'senin', 'jumat', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'pkmkc', 'pimnas', 'noninvasicemeasuringtool', 'hemodevice', 'pkmpendanaanvokasi']",749,9,2024-10-12,14:07:52,2.421106426472467
Image,"['selamat', 'provinsi', 'jawa', 'timur', 'jawa', 'timur', 'maju', 'mari', 'langkah', 'lestari', 'budaya', 'jawa', 'timur', 'maju', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'dirgahayujatim', 'hutjatim']",285,0,2024-10-12,10:00:21,0.9103104637792258
Carousel,"['program', 'studi', 'game', 'technology', 'gt', 'sukses', 'helat', 'game', 'jam', 'internal', 'season', 'platform', 'kolaboratif', 'kembang', 'terampil', 'bidang', 'game', 'selenggara', 'hitung', 'jumat', 'minggu', 'rangkai', 'giat', 'd', 'theater', 'laboratorium', 'game', 'art', 'design', 'saw', 'mini', 'theater', 'lt', 'gedung', 'pascasarjana', 'usung', 'tema', 'village', 'perang', 'agenda', 'harap', 'asah', 'dasar', 'mahasiswa', 'kembang', 'game', 'tingkat', 'kolaborasi', 'program', 'studi', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'gt', 'teknologigamepens', 'gamejamseason']",807,2,2024-10-11,21:07:07,2.5840040884119078
Carousel,"['upaya', 'hadap', 'tantang', 'teknologi', 'era', 'revolusi', 'industri', 'pens', 'politeknik', 'kapal', 'negeri', 'ppns', 'helat', 'giat', 'kerja', 'abdi', 'masyarakat', 'skala', 'internasional', 'selasa', 'rabu', 'gandeng', 'wakil', 'universitas', 'teknologi', 'mara', 'malaysia', 'uitm', 'prof', 'ts', 'dr', 'azlina', 'idris', 'ir', 'ts', 'dr', 'wan', 'norsyafizan', 'w', 'giat', 'langsung', 'desa', 'betiting', 'kec', 'cerme', 'kab', 'gresik', 'jawa', 'timur', 'prof', 'azlina', 'knowledge', 'kuliah', 'tamu', 'kena', 'ir', 'revolution', 'leveraging', 'dr', 'wan', 'norsyafizan', 'bahas', 'topik', 'massive', 'iot', 'and', 'wireless', 'networks', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'pengabdianmasyarakat']",544,0,2024-10-11,13:50:31,1.7375750606873643
Carousel,"['bentuk', 'pertanggungjawaban', 'dana', 'program', 'mahasiswa', 'wirausaha', 'pmw', 'pens', 'gelar', 'giat', 'monitoring', 'evaluasi', 'i', 'ruang', 'kelas', 'b', 'gedung', 'd', 'lt', 'tim', 'lolos', 'dana', 'presentasi', 'progres', 'usaha', 'jumat', 'giat', 'rancang', 'wirausaha', 'pmw', 'berani', 'mahasiswa', 'berwirausaha', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'pmw', 'monev']",709,1,2024-10-11,12:21:41,2.267790979941229
Video,"['wisuda', 'pens', 'helat', 'titi', 'langkah', 'halo', 'sobatpens', 'jalan', 'penuh', 'juang', 'wisudawan', 'pens', 'resmi', 'kukuh', 'langsung', 'sabtu', 'wisuda', 'studi', 'jalan', 'lantas', 'tanggap', 'wisudawan', 'langkah', 'tempuh', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'wisudapens']",1210,6,2024-10-10,15:18:50,3.8839913121246967
Carousel,"['gathering', 'mahasiswa', 'kipk', 'halo', 'temanteman', 'mahasiswa', 'kipk', 'gimana', 'nih', 'kabar', 'moga', 'sehat', 'semangat', 'yaa', 'ebio', 'pens', 'acara', 'gathering', 'kipk', 'tema', 'jalin', 'koneksi', 'gapai', 'aspirasi', 'laksana', 'haritanggal', 'jumat', 'oktober', 'selesai', 'auditorium', 'lt', 'gedung', 'pascasarjana', 'pakai', 'almamater', 'pens', 'hitam', 'jilbab', 'wajib', 'segiempat', 'hitam', 'acara', 'wajib', 'hadir', 'mahasiswa', 'kipk', 'luang', 'hadir', 'penuh', 'semangat', 'see', 'you', 'catat', 'tanggal', 'contact', 'person', 'isa', 'wame', 'aulia', 'wame', 'gatheringkipk', 'kesmaebio', 'kabinetaskarabakti', 'ebio', 'ayongawulo']",368,0,2024-10-10,12:10:15,1.1754184234061582
Video,"['pens', 'tv', 'pens', 'gelar', 'sidang', 'buka', 'senat', 'rangka', 'wisuda', 'sabtu', 'gedung', 'graha', 'puluh', 'nopember', 'giat', 'pimpin', 'dr', 'firman', 'arifin', 'st', 'mt', 'ketua', 'senat', 'kukuh', 'wisudawan', 'program', 'magister', 'terap', 'sarjana', 'terap', 'diploma', 'rangkai', 'prosesi', 'siar', 'langsung', 'salur', 'youtube', 'pens', 'tv', 'reporter', 'farica', 'ammaar', 'vidiographer', 'galuh', 'rakadenita', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'wisudapens']",768,3,2024-10-09,15:17:48,2.4626293599080107
Carousel,"['halo', 'calon', 'juara', 'kabar', 'gembira', 'nihh', 'hadir', 'tema', 'mari', 'inovasi', 'cipta', 'solusi', 'efektif', 'tingkat', 'kualitas', 'hidup', 'konektivitas', 'panitia', 'undang', 'temanteman', 'smasmk', 'indonesia', 'lomba', 'yukk', 'simak', 'informasi', 'siswa', 'smasmk', 'indonesia', 'karya', 'tulis', 'ilmiah', 'inovasi', 'iot', 'network', 'competition', 'september', 'oktober', 'inovasi', 'iot', 'september', 'oktober', 'networking', 'lomba', 'seru', 'tantang', 'sedia', 'link', 'daftar', 'golden', 'ticket', 'd', 'teknologi', 'rekayasa', 'internet', 'pens', 'trophy', 'uang', 'bina', 'nila', 'juta']",583,2,2024-10-08,09:42:52,1.8685320045994636
Carousel,"['kutip', 'pidato', 'direktur', 'politeknik', 'elektronika', 'negeri', 'pens', 'aliridho', 'barakbah', 'skom', 'phd', 'kesan', 'pesan', 'wakil', 'wisudawan', 'sidang', 'buka', 'senat', 'rangka', 'wisuda', 'pens', 'sabtu', 'oktober', 'reporter', 'azzahra', 'salsabila', 'putri', 'm', 'fotografer', 'muhammad', 'syauqy', 'arrayan', 'grafis', 'muhammad', 'taufiqurahman', 'taamir', 'pens', 'pensjoss', 'politeknik', 'politeknikjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'kampustradisijuara', 'wisudapens', 'wisudapenske']",904,2,2024-10-07,08:03:00,2.8938290532771176
Carousel,"['sabtu', 'pens', 'gelar', 'sidang', 'buka', 'senat', 'rangka', 'wisuda', 'giat', 'graha', 'puluh', 'nopember', 'wisudawan', 'magister', 'terap', 'wisudawan', 'sarjana', 'terap', 'wisudawan', 'diploma', 'iii', 'kukuh', 'resmi', 'direktur', 'pens', 'aliridho', 'barakbah', 'skom', 'phd', 'gelar', 'rupa', 'wujud', 'prestasi', 'raih', 'mahasiswa', 'tempuh', 'studi', 'pens', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'wisudapens']",1854,0,2024-10-06,17:48:53,5.921809122269068
Image,"['tekun', 'sungguh', 'kerja', 'keras', 'bukti', 'cerita', 'jalan', 'selamat', 'gelar', 'raih', 'raih', 'impi', 'selamat', 'wisuda', 'wisudawan', 'wisudawati', 'pens', 'pens', 'pensjoss', 'politeknik', 'politeknikjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'kampustradisijuara', 'wisudapens', 'wisudapenske']",827,0,2024-10-05,10:22:01,2.641497380861122
Carousel,"['direktur', 'pens', 'aliridho', 'barakbah', 'skom', 'phd', 'resmi', 'buka', 'program', 'non', 'degree', 'tingkat', 'kompetensi', 'dosen', 'vokasi', 'selasa', 'rupa', 'dosen', 'guru', 'vokasi', 'ptv', 'indonesia', 'hadir', 'agenda', 'helat', 'ruang', 'mph', 'hotel', 'elmi', 'buka', 'skema', 'latih', 'sertifikasi', 'giat', 'langsung', 'kamis', 'kolaborasi', 'mitra', 'industri', 'pens', 'bekal', 'kompetensi', 'nonformal', 'bidang', 'teknologi', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'ndpkdpens', 'sertikomdosenvokasi']",418,0,2024-10-02,16:43:27,1.3351220135428643
Image,"['tanggal', 'oktober', 'indonesia', 'raya', 'kaya', 'budaya', 'batik', 'nasional', 'milik', 'ragam', 'corak', 'sebar', 'daerah', 'motif', 'batik', 'sarat', 'sejarah', 'makna', 'filosofi', 'mari', 'bangga', 'lestari', 'batik', 'salah', 'waris', 'dunia', 'batik', 'identitas', 'indonesia', 'selamat', 'batik', 'nasional', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'kampusvokasi', 'kampusinovasi', 'vokasikuatmenguatkanindonesia', 'haribatiknasional']",273,0,2024-10-02,12:42:37,0.8719816021464162
Carousel,"['sakti', 'pancasila', 'rupa', 'bentuk', 'hayat', 'hadap', 'dasar', 'negara', 'tanda', 'hormat', 'juang', 'gugur', 'peristiwa', 'gspki', 'pens', 'institusi', 'guru', 'vokasi', 'gelar', 'upacara', 'sakti', 'pancasila', 'selasa', 'auditorium', 'lt', 'gedung', 'pascasarjana', 'upacara', 'usung', 'tema', 'pancasila', 'tuju', 'indonesia', 'emas', 'hadir', 'jajar', 'direksi', 'civitas', 'akademika', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'harikesaktianpancasila', 'upacara', 'pancasila']",350,0,2024-10-01,16:39:05,1.1179251309569438
Image,"['sakti', 'pancasila', 'renung', 'makna', 'pancasila', 'bangun', 'karakter', 'bangsa', 'moga', 'semangat', 'setia', 'pancasila', 'senantiasa', 'inspirasi', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'harikesaktianpancasila']",389,0,2024-10-01,09:23:04,1.2424939312635748
Image,"['proses', 'ajar', 'uji', 'uji', 'semester', 'hasil', 'tualang', 'hidup', 'tuju', 'impi', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'uts']",687,0,2024-09-30,09:24:18,2.1943273284783444
Carousel,"['platform', 'game', 'nama', 'pubg', 'mobile', 'indonesia', 'rangkai', 'kompetisi', 'kampus', 'pilih', 'laga', 'helat', 'akbar', 'pubg', 'mobile', 'campus', 'championship', 'pmcc', 'pens', 'kompetisi', 'gelar', 'turnamen', 'kualifikasi', 'internal', 'minggu', 'ruang', 'auditorium', 'lt', 'gedung', 'pascasarjana', 'tim', 'mahasiswa', 'pens', 'tanding', 'rebut', 'kursi', 'tuju', 'pmcc', 'tingkat', 'nasional', 'oktober', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'pmcc', 'pmccpubgmobile']",714,1,2024-09-29,12:57:23,2.2837613389549
Carousel,"['hubung', 'job', 'seeker', 'usaha', 'muka', 'direktur', 'pens', 'aliridho', 'barakbah', 'skom', 'phd', 'buka', 'giat', 'job', 'fair', 'talent', 'fair', 'atrium', 'maspion', 'it', 'margorejo', 'agenda', 'langsung', 'hitung', 'jumat', 'sabtu', 'job', 'fair', 'talent', 'fair', 'eksplorasi', 'peluang', 'karir', 'sesuai', 'ahli', 'job', 'seeker', 'saing', 'kerja', 'kompetitif', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'jobfair', 'jobfairtalentfairptvjatim', 'ptvjawatimur']",391,0,2024-09-29,10:18:29,1.248882074869043
Carousel,"['unit', 'giat', 'mahasiswa', 'ukm', 'padu', 'suara', 'mahasiswa', 'psm', 'pens', 'hasil', 'cetak', 'sejarah', 'raih', 'medali', 'emas', 'kategori', 'folksong', 'mixed', 'choir', 'ajang', 'world', 'choir', 'festival', 'swcf', 'kompetisi', 'gengsi', 'selenggara', 'bandung', 'choral', 'society', 'langsung', 'tanggal', 'balai', 'budaya', 'capai', 'istimewa', 'psm', 'pens', 'hasil', 'raih', 'medali', 'perak', 'ajang', 'th', 'bal', 'international', 'choir', 'festival', 'bicf', 'berkat', 'kerja', 'keras', 'intensif', 'sembilan', 'dukung', 'penuh', 'kampus', 'psm', 'pens', 'sukses', 'ukir', 'prestasi', 'gemilang', 'kancah', 'internasional', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasiswcf']",952,23,2024-09-28,15:43:31,3.1142200076657724
Carousel,"['upaya', 'kenal', 'budaya', 'kuliah', 'pens', 'buah', 'program', 'kunjung', 'kampus', 'singapore', 'polytechnic', 'sp', 'selenggara', 'selasa', 'giat', 'sarana', 'luas', 'wawas', 'akademik', 'hadir', 'mahasiswa', 'dosen', 'delegasi', 'sp', 'program', 'mahasiswa', 'institusi', 'milik', 'metode', 'ajar', 'ajar', 'terap', 'guru', 'indonesia', 'singapura', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi']",1132,3,2024-09-28,10:59:20,3.625271496103232
Image,"['kereta', 'api', 'rupa', 'salah', 'moda', 'transportasi', 'favorit', 'pergi', 'aman', 'nyaman', 'harga', 'jangkau', 'layan', 'muas', 'kereta', 'api', 'pilih', 'kalang', 'opsi', 'transportasi', 'selamat', 'kereta', 'api', 'nasional', 'moga', 'perkeretaapian', 'indonesia', 'kembang', 'layan', 'masyarakat', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'harikeretaapinasional']",375,0,2024-09-28,09:24:25,1.197776926025297
Carousel,"['mahasiswa', 'program', 'studi', 'sarjana', 'terap', 'teknik', 'mekatronika', 'pens', 'hasil', 'bawa', 'pulang', 'gelar', 'juara', 'harga', 'juara', 'autodesk', 'inventor', 'mahasiswa', 'jurus', 'teknik', 'mesin', 'indonesia', 'cad', 'competition', 'kompetisi', 'rupa', 'gelar', 'mechanical', 'and', 'industrial', 'exhibition', 'meditex', 'selenggara', 'himpun', 'mahasiswa', 'departemen', 'teknik', 'mesin', 'industri', 'fakultas', 'teknik', 'universitas', 'negeri', 'malang', 'um', 'sabtu', 'posisi', 'juara', 'juara', 'kategori', 'desain', 'hasil', 'raih', 'mochamad', 'laudri', 'mahasiswa', 'prodi', 'sarjana', 'terap', 'teknik', 'mekatronika', 'immanuel', 'marchelino', 'prodi', 'sarjana', 'terap', 'teknik', 'mekatronika', 'juara', 'kategori', 'presentasi', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'mekatronikapens', 'cadcompetition']",1414,5,2024-09-27,17:59:40,4.532387888079724
Carousel,"['kompetisi', 'gelar', 'lembaga', 'minat', 'bakat', 'lmb', 'pens', 'pens', 'competition', 'laksana', 'sabtu', 'minggu', 'angkat', 'tema', 'getar', 'arena', 'bangkit', 'semangat', 'raih', 'juara', 'giat', 'rupa', 'wadah', 'mahasiswa', 'pens', 'kompetisi', 'enam', 'cabang', 'lomba', 'bidang', 'seni', 'olahraga', 'ajang', 'riah', 'tampil', 'tari', 'band', 'malam', 'closing', 'ceremony', 'pens', 'competition', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'penscompetition']",1335,1,2024-09-26,17:45:23,4.267279928452792
Image,"['galungan', 'kuningan', 'mari', 'sambut', 'penuh', 'berkah', 'semangat', 'syukur', 'selamat', 'galungan', 'kuningan', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'harigalungandankuningan']",234,0,2024-09-25,19:34:59,0.7474128018397853
Carousel,"['universitas', 'negeri', 'yogyakarta', 'uny', 'kampus', 'gunung', 'kidul', 'lokasi', 'nilai', 'kompetisi', 'robot', 'terbang', 'indonesia', 'krti', 'tutup', 'kompetisi', 'gengsi', 'langsung', 'kamis', 'tim', 'guru', 'indonesia', 'pens', 'kirim', 'delegasi', 'hasil', 'lolos', 'tahap', 'nasional', 'tim', 'espyro', 'cabang', 'fixed', 'wing', 'tim', 'emiro', 'cabang', 'vertical', 'takeoff', 'and', 'landing', 'vtol', 'tim', 'efrisa', 'cabang', 'technology', 'development', 'delegasi', 'tim', 'efrisa', 'raih', 'juara', 'cabang', 'technology', 'development', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'krtiuny']",1064,5,2024-09-25,08:24:24,3.41446275712278
Image,"['selamat', 'juang', 'delegasi', 'pens', 'ajang', 'polytechnic', 'creative', 'festival', 'politeknik', 'negeri', 'jakarta', 'semangat', 'hasil', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'polytechniccreativefestival', 'pcfestpnj']",575,21,2024-09-24,18:35:27,1.903666794429539
Carousel,"['mahasiswa', 'pens', 'harum', 'nama', 'indonesia', 'ajang', 'internasional', 'worldskills', 'lyon', 'langsung', 'selasa', 'minggu', 'lyon', 'prancis', 'denny', 'syahrul', 'arfiansyah', 'program', 'studi', 'sarjana', 'terap', 'teknik', 'komputer', 'ahmad', 'yogi', 'fernanda', 'program', 'studi', 'sarjana', 'terap', 'teknik', 'mekatronika', 'raih', 'medallion', 'for', 'excellence', 'kategori', 'autonomous', 'mobile', 'robotics', 'medali', 'indonesia', 'duduk', 'peringkat', 'total', 'negara', 'dunia', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'wsc', 'worldskillslyon']",2009,0,2024-09-24,13:43:50,6.416890251692858
Image,"['selamat', 'juang', 'kontingen', 'pens', 'ajang', 'gemastik', 'xvii', 'universitas', 'negeri', 'semarang', 'semangat', 'hasil', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusvokasi', 'kampusinovasi', 'gemastikxvii', 'unnes']",581,0,2024-09-24,10:12:38,1.855755717388527
Image,"['selamat', 'tim', 'efrisa', 'hasil', 'mengaharumkan', 'nama', 'pens', 'raih', 'juara', 'divisi', 'technology', 'development', 'ajang', 'kontes', 'robot', 'terbang', 'indonesia', 'krti', 'selenggara', 'universitas', 'negeri', 'yogyakarta', 'pens', 'pensjoss', 'politeknik', 'politeknikjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'kampustradisijuara', 'krti']",863,0,2024-09-23,14:27:03,2.7564839657595503
Carousel,"['mahasiswa', 'pens', 'resmi', 'luncur', 'program', 'pens', 'bangun', 'desa', 'pmd', 'ruang', 'mini', 'teater', 'lt', 'gedung', 'pascasarjana', 'jumat', 'agenda', 'workshop', 'kena', 'tips', 'trik', 'susun', 'proposal', 'program', 'ormawa', 'bangun', 'negeri', 'pomn', 'arief', 'syarifuddin', 'st', 'mt', 'rupa', 'dosen', 'politeknik', 'negeri', 'madura', 'poltera', 'hadir', 'wakil', 'organisasi', 'mahasiswa', 'intra', 'kampus', 'pens', 'giat', 'tuju', 'hidup', 'peran', 'mahasiswa', 'agent', 'of', 'change', 'berita', 'lengkap', 'baca', 'politeknik', 'politeknikjoss', 'pens', 'pensjoss', 'vokasikuatmenguatkanindonesia', 'kampusinovasi', 'pmd', 'pomnormawapens']",563,0,2024-09-23,12:05:40,1.7982624249393129
