post_type,caption,like_count,comment_count,date,time,engagement_rate
Video,pens update pada kamis pens ada upacara bendera untuk ingat hari didik nasional hardiknas bagai bentuk hormat bagi para pahlawan didik dalam tema gerak sama lanjut merdeka ajar giat sebut ajak kita anak bangsa untuk ambil tindak positif hadap didik di indonesia segenap civitas akademika mulai dari dosen karyawan dan mahasiswa turut hadir dalam upacara yang ada di ruang auditorium lantai gedung pascasarjana gedung pascasarjana jumlah dosen pilih kena busana adat bagai tanda hormat hadap ingat sebut reporter annisa rafa fajar rizkia videographer agri dwika aprelio politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi kampusvokasi haripendidikannasional hardiknas,156,0,2024-05-03,12:52:58,0.4982752012265236
Carousel,bagai ingat hari didik nasional hardiknas pens gelar upacara bendera pada kamis tema yang usung yakni gerak sama lanjut merdeka ajar beri refleksi dan aksi di bidang didik indonesia hadir oleh wakil dosen karyawan dan mahasiswa upacara ini langsung dengan khidmat di ruang auditorium lantai gedung pascasarjana jumlah dosen pens kena busana adat bagai bentuk hormat hadap ingat hari nasional sebut berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi kampusvokasi haripendidikannasionalhardiknas,287,0,2024-05-02,17:40:35,0.9166986073846939
Image,selamat hari didik nasional tiap lembar buku adalah pintu tuju tahu tiap guru adalah pandu jalan ke arah cahaya ilmu pada hari didik nasional ini mari kita renung arti penting didik dalam bentuk masa depan bangsa terima kasih kepada semua guru yang dengan segala dedikasi bersamasama mari kita bangun bangsa lalu didik yang kualitas untuk semua politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi haripendidikannasional hardiknas,274,0,2024-05-02,09:43:33,0.8751756739491504
Carousel,mojokerto life management training lmt kembali helat di tahun ini kerja sama dengan sinergi bagai trainer tak kalah seru dari tahun belum lmt langsung lama hari hitung sejak jumat hingga minggu giat yang ikut oleh jumlah mahasiswa pens angkat yang diri dari kampus utama kampus lamongan dan kampus sumenep sebut lokasi di villa emak trawas kabupaten mojokerto bagai jenis giat laku untuk kenal kembang motivasi serta tata biasa diri baca lengkap di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasi lifemanagementtraining,514,0,2024-05-01,12:19:21,1.6417529066053407
Image,di hari buruh ini mari kita harga juang serta kontribusi tak nilai dari para kerja di seluruh dunia mereka adalah tulang punggung masyarakat jadi mimpimimpi jadi nyata dengan keringat dedikasi dan semangat yang tak kenal lelah mari kita terus juang untuk tara adil dan martabat kerja karena hari ini adalah hormat bagi mereka yang beri warna pada maju dan hasil kita semua selamat hari buruh politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi hariburuh,142,0,2024-05-01,09:29:04,0.45355819598824587
Carousel,umum lolos dana pkm bidang pkm pens pkm center pens ucap selamat kepada tim pkm pens yang telah hasil sampai pada tahap dana pkm skema dana bidang pkm vokasi dalam juang terkadang engkau sukses dan terkadang engkau ajar bukan gagal bagi tim yang belum lolos jangan kecil hati gagal dalam hal ini belum tentu tidak sukses dalam hal lain tetap semangat karena masih banyak ikan luar sana yang tunggu jaringjaring kalian jangan jadi gagal bagai alas untuk henti juang salam juara kampustradisijuara pkm center pens,932,5,2024-04-30,10:41:24,2.9928452791618754
Video,gandeng tim dari dinas madam bakar dan selamat kota pens usai langsung giat simulasi selamat hadap bencana bakar pada jumat dalam rangka ingat hari kesiapsiagaan bencana hkb bangun baru gedung smart automation workshop saw pilih pens untuk laksana giat sebut jadi ingat hkb pertama yang libat seluruh civitas akademika pens serta hkb mulai dari dr bambang sumantri st msc selaku wakil direktur bidang akademik dr tri budi santoso st mt selaku wakil direktur bidang mahasiswa dan sumber daya manusia kepala departemen jumlah dosen serta mahasiswa dari bagai program studi dan karyawan tunjuk antusias dengan turut hadir dan ikut rangkai giat simulasi ini reporter athira zahra videographer fuad zaki saksi video lengkap di channel youtube penstv politeknik pensjoss pens vokasimenguatkanindonesia pensupdate,342,1,2024-04-29,12:10:01,1.095566628337805
Video,halo sobatpens dua puluh enam mahasiswa pens telah lolos dan akan berangkat untuk ikut program indonesia international student mobility award iisma yuk intip siapa dan mana saja mereka akan berangkat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi lanjutkanmerdekabelajar hardiknas,1874,45,2024-04-27,16:19:12,6.129423789446787
Carousel,politeknik elektronika negeri pens turut partisipasi dalam ingat hari kesiapsiagaan bencana hkb dengan gelar giat simulasi selamat hadap bencana bakar pada jumat giat yang tempat di gedung smart automation workshop saw pens sebut ikut banyak civitas akademika pens dan turut hadir drs m mundhir selaku staf cegah dalam tim kerja bina aparatur dan daya masyarakat serta hadir dinas madam bakar perintah kota langsung giat ini bukti bahwa pens usaha untuk komitmen dalam bangun budaya sadar bencana politeknik politeknikjoss pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi bnpb damkar harikesiapsiagaanbencana,321,1,2024-04-27,12:21:12,1.0284911204803884
Image,hari kesiapsiagaan bencana nasional rupa momen penting untuk tingkat sadar dan siaga kita hadap bencana kesiapsiagaan bukan pilih tapi harus mari sama kita bangun budaya sadar bencana dan siap untuk selamat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi basarnas bmkg bnpb harikesiapsiagaanbencana,177,0,2024-04-26,10:02:40,0.5653507090839403
Carousel,international webinar program studi sarjana terap teknologi rekayasa multimedia jurus teknologi multimedia kreatif ada acara webinar internasional yang buka untuk umum kali ini tema yang akan presentasi oleh profesor gabriel zachmann universitas bremen jerman bahas tentang fundamental immersive interaction techniques and principles webinar ini gratis jadi jangan lewat dan catat tanggal april wib zoom live streaming youtube channel trm pens materi dan diskusi sampai dalam bahasa inggris jangan lupa juga ikut sosial media trm instagram trmpens website trmpensacid tiktok trmpens youtube trm pens trm trmpens pensurabaya teknologirekayasamultimedia webinar immersive,134,0,2024-04-25,09:08:26,0.42800562156637284
Image,tepat pada april raya bagai hari buku dunia buah raya yang ingat kuat buku bagai sumber tahu inspirasi dan ubah bukan hanya ingat waris literatur tetapi juga tegas penting baca dan harga keanekaragaman katakata yang makna bagi cerdas bangsa mari raya kuat tahu pada hari buku dunia politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi haribukusedunia,278,1,2024-04-23,10:38:39,0.8911460329628209
Image,mari bersamasama kita renung betapa penting peran kita bagai jaga planet ini dari bagai tantang yang ancam lestari bumi saat kita tanam sadar akan penting jaga bumi kita juga komitmen untuk tindak cara kolektif lalu tindak sama kita dapat cipta ubah positif yang akan pasti bumi ini tetap jadi tempat yang layak untuk tinggal bagi generasi yang akan datang selamat hari bumi dunia pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi haribumi,165,0,2024-04-22,10:14:31,0.5270218474511307
Carousel,ini waktu nya kalian telah buka seleksi mandiri terima mahasiswa baru politeknik elektronika negeri simandiri pens tahun akademik ayo jadi bagi dari pens tempat mana cerdas temu dengan kreativitas dapat bekal terampil dan tahu yang butuh untuk jadi pimpin masa depan di dunia teknologi catat tanggal daftar ya informasi lebih lanjut tentang terima mahasiswa baru kunjung website politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi penerimaanmahasiswabaru seleksimandiri simandiri,2467,590,2024-04-21,18:49:52,9.76427750095822
Image,selamat ingat hari kartini ini adalah salah satu bentuk panggil bagi tiap perempuan indonesia untuk terus berani ambil langkah mimpi besar dan turut serta dalam bangun bangsa jadi kartini di era modern ini tunjuk bahwa perempuan dapat jadi teladan dan mampu takluk segala bidang selamat hari kartini untuk seluruh perempuan indonesia kita hebat kita daya kita kartini politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi harikartini harikartini kartiniday empowerwomen indonesiamaju,312,0,2024-04-21,10:42:02,0.9965504024530472
Carousel,dalam suasana raya hari raya idul fitri hijriyah pens selenggara giat halal bihalal di ruang auditorium lt gedung pascasarjana pada rabu hadir oleh seluruh civitas akademika pens giat sebut gelar dengan tema kuat semangat sama tuju mandiri pens lebih baik dan kuat halal bihalal kali ini hadir ustadz muhammad marzuki imron yang sampai tausiyah tentang penting maaf hadap sama berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi halalbihalal idulfitrih,254,0,2024-04-17,17:02:39,0.8112942378944679
Carousel,siap ambil bagi dalam kompetisi gengsi kompetisi mahasiswa informatika politeknik nasional kmipn yuk mahasiswa pens daftar dan ikut damping internal kmipn kompetisi ini buka untuk seluruh prodi dan seluruh angkat mahasiswa pens catat tanggal penting dan link nya di postingan ikut kmipn kmipn kompetisimahasiswa informatika,207,0,2024-04-17,14:09:51,0.6611728631659639
Carousel,buah giat kuliah tamu tajuk small innovative ideas big practical applications usai selenggara di mini theater lt gedung pascasarjana pada kamis dalam upaya kenal teknologi renewable energy di kalang generasi muda pens undang salah satu teliti baik yang aku cara internasional yakni dr mohamed torbati dari university of southampton uos giat sebut rupa bagi dari kolaborasi teliti antara pens dengan uos yang telah langsung lama hampir lima tahun berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi kampusvokasi renewableenergy uos researchgroup guestlecture,935,0,2024-04-16,08:34:02,2.9864571355564076
Carousel,immersive fiestaendless imagination connects the future registration for immersive fiesta is now open free we are awaiting your best works general requirements individual competition participants must be high school students smasmkma participants must follow instagram trmpens immersivefiesta write your wishes through a comment on the competition poster and tag of your friends participants must post the competition poster on instagram story prizes st place golden ticket trm national certificate nd place golden ticket trm national certificate rd place golden ticket trm national certificate immersive fiesta timeline registration april th may th technical meeting may th competition may th may st artwork submission may nd awarding may th contact person ebay wame chika wame dont forget to follow our instagram account trmpens immersivefiesta immersivefiesta immersivefiesta pens penssurabaya trmpens,292,0,2024-04-14,15:28:39,0.9326689663983647
Video,allahu akbar allahu akbar gema takbir telah kumandang ramadhan basuh hati saat raih rahmat di hari yang fitri semangat terus karya untuk raih mimpi di kampus inovasi politeknik politeknikjoss pens pensjoss kampusinovasi,730,0,2024-04-09,19:41:24,2.3316724159959117
Carousel,sambut ramadhan dengan penuh suka cita kampus on ramadhan korma sukses helat lama hampir satu bulan mulai senin hingga jumat di masjid annahl pens jadi acara rutin tahun korma tahun ini riah oleh jumlah giat manfaat seperti kaji tadarus alquran bagi takjil buka sama serta tarawih pada tiap hari kuliah giat yang usung oleh unit giat rohani islam ukki pens sebut upaya untuk fasilitas lancar ibadah civitas akademika pens pada bulan suci ramadhan berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasi kampusonramadhan korma,782,5,2024-04-09,10:45:16,2.5137345087517566
Image,di balik tiap hidang laut yang lezat ada jerih payah para nelayan yang tak kenal lelah arung laut luas tantang badai dan gelombang para nelayan juang untuk jaga tahan pangan nasional hari ini kita ingat hari nelayan nasional bagai bentuk harga atas dedikasi dan korban mereka kita patut syukur atas kontribusi penting para nelayan dalam pasti pasok pangan bagi keluarga dan masyarakat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi harinelayannasional,270,0,2024-04-06,11:32:41,0.8623993867382138
Video,halo calon sobatpens siapa sini yang ingin jadi anak teknik sudah siap cipta masa depan yang gemilang dalam dunia teknologi di pens yuk ikut jalanjalan di kampus pens dan kita lihat produk electric vehiclenya fyi pens rupa kampus vokasi yang duduk peringkat pertama politeknik terbaikdi asia tenggara dan akreditasi unggul oleh banpt informasi lengkap tentang pens kunjung website informasi daftar mahasiswa baru kunjung website informasi kait snpmb bisa akses lalu media sosial snpmbbppp,949,11,2024-04-05,14:54:35,3.0663089306247606
Video,halo calon sobatpens di video tualang kenal program studi belum kita telah jelajah dua departemen yakni departemen teknik elektro dan departemen teknik mekanika energi yuk di video kali ini ikut aku jelajah departemen teknik informatika komputer dan departemen multimedia kreatif check this out informasi lengkap tentang pens kunjung website informasi daftar mahasiswa baru kunjung website informasi kait snpmb bisa akses lalu media sosial snpmbbppp,850,3,2024-04-04,10:40:05,2.724543247732209
Carousel,guest lecture small innovative ideas big practical applications speaker dr mohamed tobat education and research in university of southamption thursday th april wib mini theater th floor pascasarjana building politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi opentalk,248,0,2024-04-03,12:28:34,0.7921298070780631
Video,halo calon sobatpens masih bingung dengan program studi apa saja yang ada di pens yuk ikut aku jajah di tualang kenal program studi ada empat departemen yang ada di pens kali ini kita kenal dengan dua departemen yakni departemen teknik elektro dan departemen teknik mekanika dan energi check this out informasi lengkap tentang pens kunjung website informasi daftar mahasiswa baru kunjung website informasi kait snpmb bisa akses lalu media sosial snpmbbppp,1718,20,2024-04-03,09:40:04,5.55129679315191
Image,congratulation to students in politeknik elektronika negeri who received the indonesian international student mobility award iisma iisma is the government of indonesia scholarship scheme to fund indonesian students for mobility program at top universities overseas students could spend one semester at the overseas university partner to study to experience the host countrys culture and undertake practical assignments to hone their skills politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi iisma,728,0,2024-04-02,11:42:02,2.3252842723904434
Image,selamat tempuh uji tengah semester genap dengan segala siap yang teliti dan usaha yang gigih mari kita hadap uji ini dengan penuh semangat dan yakin ingat bahwa tiap tantang adalah sempat untuk tumbuh dan ajar ini saat kita tunjuk berapa jauh kita telah kembang dalam jalan akademik kita politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasiujiantengahsemester,627,0,2024-04-01,12:53:50,2.0026830203142967
Image,hari ini kita renung korban dan kasih yang telah tunjuk oleh yesus kristus pada jumat agung moga jumat agung bawa damai dan kasih karunia dalam hidup biar cahaya kasih tuhan selalu rang jalan kita politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi jumatagung wafatisaalmasih,298,0,2024-03-29,10:52:25,0.9518333972147694
Image,selamat datang mahasiswa baru pens jalur snbp saat ini kamu telah bukti bahwa dedikasi dan usaha keras lama tahun benarbenar buah hasil yang manis ingat ini baru awal dari jalan panjang yang pasti akan luar biasa bagai mahasiswa kamu akan temu ilmu baru temu temanteman baru dan tentu saja hadap tantang baru tapi kami yakin dengan semangat yang telah bawa sampai sini tidak ada yang tidak mungkin selamat gabung dengan keluarga besar pens informasi kena daftar ulang dapat lihat di pmbpensacid politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi snbp,1884,335,2024-03-26,15:48:53,7.087645330267025
Carousel,buka puasa sama antar mahasiswa bidikmisi dan kipkuliah usai gelar oleh eepis bidikmisi organization ebio pada jumat dan tempat di lapang merah gedung d pens giat yang tema satu hati satu rasa sebut tuju untuk jaga saudara dan erat silaturahmi antar sama mahasiswa kipk bagai giat tarik saji guna riah buka puasa sama sebut seluruh mahasiswa tampak antusias dengan ikut giat dari awal hingga akhir berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi,610,1,2024-03-25,14:22:22,1.9515778714705507
Video,were anak pens mana nih yang paling relate sama kalian halo sobat pens tahun ajar baru sudah mulai nih jangan lupa pantengin terus instagram pens dan website bawah ini ya agar tidak tinggal informasi putar pens lengkap dapat akses di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi kampusvokasi snpmb snbp snbt,3734,281,2024-03-24,19:04:13,12.824198287977515
Carousel,mahasiswa teknik elektronika pens dafit ody endriyatono hasil raih gelar duta gerak literasi provinsi papua barat periode lalu rangkai seleksi sama serta dari seluruh indonesia dafit ody hasil pilih dan lantik pada jumat agustus oleh literasi bintang aksara lba bagai langkah awal dalam abdi pada sabtu ia sukses selenggara buah seminar bekal di kabupaten pare dengan judul penting literasi dan bahasa inggris pada generasi muda untuk masa depan yang kolaborasi dengan lembaga kursus bahasa inggris zgeneration berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi dutapenggerakliterasi,918,6,2024-03-24,18:34:32,2.951322345726332
Image,raya hari meteorologi dunia momen di mana kita harga ilmu yang ajar atmosfer dan fenomena dengan tema di garis depan aksi ubah iklim di tahun ini kita ingat akan urgensi hadap ancam nyata ubah iklim bmkg main peran penting dalam meteorologi dan geofisika di indonesia contoh dalam tangan gempa yang baru saja jadi di tuban bmkg kontribusi dalam mitigasi bencana dan beri informasi akurat moga upayaupaya mitigasi bencana yang laku oleh bmkg sebut bawa selamat bagi masyarakat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi harimeteorologisedunia bmkg,270,1,2024-03-23,10:41:16,0.865593458540948
Image,hari ini adalah sempat bagi kalian untuk tunjuk ajaib dan cerdas kreatifitas kalian di atas panggung singapore amazing flying machine competition tiap titik usaha dan siap yang telah kalian laku akan jadi tentu bagi sukses kalian hari ini ingat kalian telah lang jauh untuk bisa ada di sini dan saat ini adalah waktu untuk keluar yang baik dari diri kalian jadi tiap momen di udara bagai sempat untuk kejar impi inspirasi dan buat sejarah meski jalan mungkin penuh dengan tantang percaya pada mampu kalian satu bagai satu tim kalian milik kuat yang luar biasa untuk raih menang tunjuk kepada dunia bahwa kalian adalah contoh nyata dari berani tekun dan kerja keras selamat lomba tim caksa bangga nama kalian terbang tinggi dan jadi tiap detik di udara bagai kisah yang tak lupa kami semua diri di belakang kalian kirim doa dan dukung tanpa batas sukses untuk kalian semua semangat untuk tim caksa politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasi,570,0,2024-03-21,15:24:03,1.8206209275584515
Image,halo sobatpens politeknik elektronika negeri jadi guru tinggi dengan dana banyak untuk program teliti dan abdi kepada masyarakat guru tinggi selenggara didik vokasi tahun anggar oleh direktorat akademik didik tinggi vokasi daptv kemendikbudristek politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi teliti pengabdianmasyarakat aptv,957,0,2024-03-21,13:16:32,3.0567267152165583
Image,saat kita raya hari hutan internasional pada tanggal maret dengan tema forests and innovation harap maju teknologi dapat lawan deforestasi mari satu dalam upaya lestari keanekaragaman hayati dan ekosistem yang penting bagi imbang ekologis bumi kita dengan kembang teknologi lingkung tiap langkah dari inovasi teknologi lingkung bawa kita lebih dekat kepada masa depan yang lestari selamat hari hutan international politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi harihutaninternational harihutan forestday,354,2,2024-03-21,08:16:43,1.1370895617733487
Carousel,dalam rangka dukung tingkat literasi digital pens kerja sama dengan rawan teknologi informasi dan komunikasi tik indonesia dalam selenggara giat seminar luring pada selasa selaras dengan tuju sebut seminar ini rupa bagi dari program sinergis menteri komunikasi dan informatika republik indonesia kominfo ri di sektor didik lalu gera nasional literasi digital gnld sejak tahun banyak mahasiswa hadir perhati empat topik utama yakni budaya digital etika digital aman digital dan cakap digital di ruang teater gedung d pens berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi relawantiksurabaya literasidigital indonesiamakincakapdigital,466,0,2024-03-20,09:45:10,1.4884374600741026
Carousel,reminder kumpul proposal pmw pens halo km pens kemarin kita telah ikut sosialisasi pmw pens bukan sekarang pmw pens telah pasuk tahap yang paling penting yaitu tahap daftar dan kumpul proposal catat tanggal penting daftar buka hingga tanggal maret sila baca dengan seksama tentu dan syarat yang butuh lalu link ikut pasti untuk daftar diri dan kirim proposal lalu link ikut jika ada tanya atau butuh informasi lebih lanjut jangan ragu untuk hubung cp kami ilham johan terus semangat karya mahasiswa wirausaha jangan lupa untuk manfaat akun media sosial kami untuk dapat informasi baru instagram pmwpens mari bersamasama cipta sukses dalam kewirausahaan wirausahamuda mahasiswaberkarya pmwpens pensjoss,234,0,2024-03-19,13:04:35,0.7474128018397853
Image,selamat tunai ibadah puasa ramadhan selamat datang bulan suci panggil suci yang penuh hati dengan damai berkah dan berani mari kita jalan bulan suci ramadhan h m ini dengan penuh keikhlasandankebersamaan politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasiramadhanh,489,3,2024-03-11,20:26:08,1.5714833269451896
Carousel,dalam upaya cipta lingkung bersih dan sehat lalu tanam mangrove badan eksekutif mahasiswa bem pens inisiasi giat abdi kepada masyarakat pada sabtu aksi peduli lingkung apel ini kolaborasi dengan lembaga volunteer yakni human initiative volunteer energy hive dan libat banyak mahasiswa dari kampus utama maupun psdku giat sebut menitikberatkan pada tanam serta bersih sampah di wilayah muara mangrove yang kenal dengan sebut cleaning mangrove berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi apel kawasanmangrove pengmasbem,506,5,2024-03-11,13:38:19,1.6321706911971383
Image,selamat hari raya nyepi mari kita jadi sempat ini untuk renung dan suci diri tenang hati dan pikir bagai bentuk hormat kepada alam dan diri sendiri moga kita semua selalu kati dengan damai hidup oleh sang cipta pens pensjoss politeknik politeknikjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi kampustradisijuara harirayanyepi hening kesadarandiri berkah semangatbaru,187,0,2024-03-11,11:59:01,0.5972914271112815
Carousel,abdi masyarakat internasional pens kolaborasi dengan musashino university untuk temu dan atas cemar sampah plastik di laut terap teknologi sensingprocessingactuation spa dengan d world map system fieldwork experiment sebut ambil titik lokasi di ekowisata mangrove wonorejo pada senin hingga jumat ancang eksperimen dan terap terus upaya untuk capai zero waste dengan harap dapat tingkat sadar masyarakat akan penting lestari ekosistem laut berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi musashinouniversity pengabdianmasyarakatinternasional,549,0,2024-03-10,16:20:11,1.7535454197010347
Video,halo sobatpens sidang buka senat dalam rangka wisuda pens ke usai langsung pada sabtu di ruang auditorium lt gedung pascasarjana prosesi sebut sekaligus jadi tanda hasil bagi wisudawan yang baru saja kukuh jadi orang wisudawan rupa titik puncak bagi mahasiswa telah juang tuntas didik di kampus cinta lalu bagaimana sih tanggap para wisudawan soal pens politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasiwisudapens,1150,4,2024-03-10,13:38:02,3.6859588603551803
Carousel,ikut kutip pidato direktur politeknik elektronika negeri pens aliridho barakbah skom phd serta kesan pesan dari lubis aulia sama salwa aribah bagai wakil wisudawan dan wisudawati pada sidang buka senat dalam rangka wisuda pens ke sabtu maret reporter biyan daniswara fotografer bintang alifananda grafis akhmad tegar ramadan politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasiwisudapenske,563,1,2024-03-10,07:50:44,1.8014564967420468
Carousel,pada sabtu pens usai ada sidang buka senat dalam rangka wisuda ke giat ini selenggara di ruang auditorium lt gedung pascasarjana pens tak hanya itu prosesi wisuda sebut juga siar langsung lalu kanal youtube penstv dan hadir oleh direktur pens ketua senat serta jajar dosen tamu undang wisudawan serta orang tua wisudawan dalam sempat ini pens kukuh wisudawan yang diri dari wisudawan jenjang magister terap wisudawan jenjang sarjana terap dan wisudawan jenjang diploma iii berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi wisudapenske,1129,8,2024-03-09,19:40:40,3.631659639708701
Image,hari ini lembar baru ukir dalam kisah jalan titi ilmu gelar yang raih bukan sekadar lembar kertas lain bukti dedikasi kerja keras dan gigih lama tempuh didik terus mimpi bercitacita dan pantang serah masa depan gemilang nanti di ujung jalan selamat wisuda para wisudawan dan wisudawati pens ke pens pensjoss politeknik politeknikjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi kampustradisijuara wisudapens wisudapenske,645,1,2024-03-09,11:39:43,2.063370384566245
Image,hari ini ingat bagai hari musik nasional dengan penuh harga hadap kaya budaya di indonesia musik tidak hanya sekadar suara lain cermin dari agam identitas dan cerita yang alir dalam tiap nada lalu harmoni musik kita kuat ikat yang hubung tiap jiwa dengar musik indonesia adalah rasa cerita dan aset non benda yang harus kita harga dan lestari selamat hari musik untuk seluruh musisi tanah air politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampusinovasi harimusiknasional harimusik,588,2,2024-03-09,06:37:51,1.8845023636131342
Image,halo sobatpens politeknik elektronika negeri pens terus alami naik peringkat guru tinggi untuk institusi politeknik dari tahun hingga ikut tabel ranking pens pada guru tinggi dan politeknik seluruh dunia versi webometrics yang rilis pada januari tentu capai ini tidak lepas dan bentuk hasil seluruh civitas akademika pens politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi webometrics,1933,28,2024-03-08,14:19:23,6.26357480516162
Image,hari ini kita raya perempuan di indonesia dan seluruh dunia mereka milik derajat tinggi dan tugas yang luar biasa di pens kami dukung perempuan berani cerdas dan kreatif yang kontribusi pada maju ilmu tahu teknologi seni dan manusia selamat hari perempuan internasional kepada semua perempuan inspiratif di seluruh dunia politeknikjoss pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasiworldwomanday,232,0,2024-03-08,11:02:07,0.7410246582343171
Carousel,focus group discussion hasil helat oleh program studi d teknologi multimedia broadcasting pada rabu ruang innovation start up lt gedung pasca sarjana pens jadi saksi hadir bagai wakil industri yakni pt avian pt otak kanan pt disway hub dan pt solar animation studio yang papar program kerja sama mereka tema wujud sinergi didik vokasi dan industri dunia kerja giat ini inisiasi bagai bentuk dukung hadap cipta ekosistem mitra antara industri dan satu didik vokasi berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusinovasi dmmb fgdmmb,273,2,2024-03-07,14:30:00,0.8783697457518845
Carousel,sosialisasi pmw pens hallo mahasiswa karya ada kabar seru nih buat kalian yang suka atau ingin berwirausaha yuk ikut sosialisasi tentang program mahasiswa wirausaha pmw pens selain sosialisasi juga dapat sharing session lho dengan tema ubah ide jadi aksi langkah berani mulai usaha bareng kak kamailiya ulfah yang super inspiratif siapsiap dapetin motivasi trik jitu dan kisah sukses yang pasti bikin kamu semangat tuju impi lets chill chat and get inspiredtogether tanggal selasa maret waktu wib selesai media online zoom meeting pasti untuk daftar sekarang di link registrasi ikut ada tanya atau butuh informasi lebih lanjut jangan ragu untuk hubung cp kami wame ilham wame johan catat tanggal dan segera join agar dapat banyak insight kena pmw pens jangan sampai tinggal semangat karya mahasiswa wirausaha wirausahamuda mahasiswaberkarya entrepreneurshipprogram pmwpens pensjoss,163,1,2024-03-04,19:52:52,0.5238277756483967
Carousel,jumat program studi diploma iii multimedia broadcasting mmb pens usai ada seminar tajuk etika komunikasi dalam dunia kampus tempat di teater gedung d pens seminar ini hadir dr santi isnaini mm bagai bicara dan hadir oleh jumlah dosen serta seluruh mahasiswa prodi d mmb giat sebut tuju untuk bantu mahasiswa paham konteks komunikasi dan etika dalam komunikasi di lingkung kampus dengan patuh prinsipprinsip etika komunikasi harap mahasiswa dan dosen dapat bina hubung yang positif dan cipta lingkung akademis yang baik di dunia kuliah berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kampusvokasi kampustradisijuara kampusinovasi mmbpens,453,0,2024-03-04,13:53:51,1.4469145266385588
